service_a_rq_time_50_quantile,service_a_rq_time_90_quantile,service_a_rq_time_99_quantile,service_b_rq_time_50_quantile,service_b_rq_time_90_quantile,service_b_rq_time_99_quantile,service_c_rq_time_50_quantile,service_c_rq_time_90_quantile,service_c_rq_time_99_quantile,pending_rate,complete_rate,active_rate,r1_service_a,r1_service_b,r2_service_b,r1_service_c,r2_service_d,new_limit,mean_latency
0.5770000000000001,1.224,1.609,0.006999999999999999,0.036000000000000004,0.084,0.002,0.012,0.038,0.04535637149028078,0.9697624190064796,0.028077753779697626,100,71,104,103,245,231,0.00219
0.5770000000000001,1.224,1.609,0.006999999999999999,0.036000000000000004,0.084,0.002,0.012,0.038,0.04535637149028078,0.9697624190064796,0.028077753779697626,165,126,70,144,245,228,0.00219
1.153,2.168,3.33,0.015,0.09300000000000001,0.23600000000000002,0.003,0.017,0.07400000000000001,0.07184241019698727,0.9432213209733488,0.056778679026651215,198,69,184,185,245,229,0.00219
1.547,2.545,3.738,0.023,0.131,0.239,0.003,0.026000000000000002,0.115,0.0491283676703645,0.9587955625990492,0.041204437400950866,198,69,184,185,245,221,0.00219
1.6769999999999998,2.8489999999999998,3.9130000000000003,0.023,0.166,0.509,0.003,0.022000000000000002,0.11,0.06498194945848375,0.9897713598074608,0.010228640192539109,72,73,196,48,245,229,0.00219
1.7,2.763,3.8989999999999996,0.023,0.147,0.48,0.003,0.026000000000000002,0.127,0.05232558139534884,0.996124031007752,0.0038759689922480615,131,131,88,176,245,224,0.00219
1.6769999999999998,2.678,3.855,0.023,0.147,0.46299999999999997,0.003,0.022000000000000002,0.122,0.04381338742393509,0.9894523326572008,0.010547667342799187,131,32,25,136,245,231,0.00219
1.6769999999999998,2.678,3.855,0.023,0.147,0.46299999999999997,0.003,0.022000000000000002,0.122,0.04381338742393509,0.9894523326572008,0.010547667342799187,136,168,71,184,245,231,0.00219
1.547,2.545,3.717,0.023,0.131,0.435,0.003,0.022000000000000002,0.122,0.03769633507853403,0.999301919720768,0.0006980802792321117,158,188,139,70,245,224,0.00219
1.308,2.545,3.717,0.023,0.131,0.435,0.003,0.022000000000000002,0.115,0.0330983757278578,0.978853815507202,0.02114618449279804,175,121,45,100,245,222,0.00219
1.547,2.678,3.738,0.023,0.131,0.435,0.003,0.018000000000000002,0.11,0.037905644941368964,0.9841832560676302,0.016089446413962368,175,121,45,100,245,226,0.00219
1.6769999999999998,2.763,3.847,0.023,0.131,0.435,0.003,0.018000000000000002,0.11,0.03416912487708948,0.9891838741396264,0.010816125860373648,121,89,111,198,245,229,0.00219
1.6769999999999998,2.8489999999999998,3.865,0.023,0.147,0.41700000000000004,0.003,0.018000000000000002,0.105,0.03416912487708948,0.9891838741396264,0.010816125860373648,125,173,93,192,245,232,0.00219
1.6769999999999998,2.9530000000000003,3.8930000000000002,0.023,0.151,0.435,0.003,0.018000000000000002,0.105,0.03416912487708948,1.0880039331366764,0.01327433628318584,198,127,94,83,245,229,0.00219
1.6769999999999998,2.9530000000000003,3.8930000000000002,0.023,0.151,0.435,0.003,0.018000000000000002,0.105,0.031033712882339807,0.9881670015628488,0.01205626255860683,166,118,125,58,245,228,0.00219
1.92,3.213,4.502,0.034,0.185,0.509,0.003,0.022000000000000002,0.115,0.031687242798353915,0.9699588477366256,0.030041152263374487,139,141,180,182,245,226,0.00219
1.6769999999999998,3.1489999999999996,4.461,0.023,0.166,0.509,0.003,0.022000000000000002,0.11,0.04240015142911225,0.994321408290744,0.011357183418512207,106,174,58,75,245,229,0.00219
1.6769999999999998,3.1489999999999996,4.428999999999999,0.023,0.166,0.48,0.003,0.018000000000000002,0.11,0.03927068723702665,1.0045582047685837,0.0007012622720897617,106,174,58,75,245,226,0.00219
1.6769999999999998,3.014,4.399,0.023,0.166,0.48,0.003,0.018000000000000002,0.105,0.03669724770642202,1.0040956749672345,0.00081913499344692,65,198,164,115,245,223,0.00219
