r1_service_a,r1_service_b,r2_service_b,r1_service_c,r2_service_d,r1_throughput,r2_throughput,r1_mean_latency,r2_mean_latency,throughput
125,38,135,160,45,80.18,100,0.00225,0.794967,180.18
170,92,104,47,30,100,100,0.00123,0.198692,200
115,129,151,183,72,100,100,0.390683,0.134753,200
187,114,180,43,75,100,100,0.374003,0.091115,200
80,160,180,181,101,100,100,0.442166,0.110779,200
152,162,64,173,151,97.51,97.78,0.668477,0.146614,195.29
187,170,152,131,58,99.34,99.49,0.00124,0.24481,198.83
60,194,128,40,133,90,100,0.00182,0.47278,190
47,85,193,135,130,97.67,100,0.00194,0.282734,197.67
160,89,69,151,167,100,99.87,0.00114,0.214106,199.87
157,154,51,118,199,100,100,0.00165,0.279013,200
29,79,101,188,56,100,100,0.817425,0.251171,200
104,55,177,198,175,97.64,100,0.00147,0.239956,197.64
183,92,82,184,145,100,100,0.0013,0.271793,200
105,60,85,85,62,100,100,0.399188,0.11038,200
127,83,50,102,161,92.21,100,0.00221,0.361367,192.21
37,128,63,65,148,100,100,0.00184,0.281139,200
98,160,55,71,148,100,100,0.00162,0.364247,200
190,102,64,29,200,62.93,92.97,0.00196,0.00191,155.9
132,41,34,109,122,69.55,95.19,0.00152,0.00111,164.74
192,117,164,195,88,89.38,100,0.00158,0.408681,189.38
175,52,82,189,32,82.39,100,0.00235,0.00109,182.39
123,44,163,188,37,69.85,100,0.00227,0.81577,169.85
200,187,137,194,124,98.71,100,0.00204,0.42518,198.71
91,169,36,182,70,81.02,100,0.0022,0.764656,181.02
130,28,124,96,174,86.63,100,0.00209,0.449615,186.63
79,46,181,135,62,84.8,100,0.002,0.551755,184.8
52,188,93,74,28,99.55,100,0.00125,0.274004,199.55
51,199,60,191,160,76.11,100,0.00237,0.00111,176.11
111,94,195,30,150,75,100,0.00226,0.765421,175
126,103,102,176,137,69.85,100,0.00227,0.688367,169.85
125,136,119,102,85,85.37,100,0.00236,0.654892,185.37
191,125,103,100,198,80.42,100,0.00218,0.879756,180.42
145,35,150,55,42,90.06,100,0.00217,0.607807,190.06
46,156,139,145,100,100,100,0.469717,0.130291,200
167,103,27,86,93,100,100,0.517655,0.163069,200
71,112,195,176,139,91.42,100,0.00214,0.61252,191.42
175,133,96,170,165,100,100,0.00142,0.369723,200
168,27,64,107,137,97.4,100,0.00166,0.245833,197.4
80,58,166,128,32,100,100,0.00152,0.2093,200
86,194,35,35,158,97.92,100,0.00141,0.201237,197.92
38,137,114,99,83,91.33,100,0.0019,0.301889,191.33
29,93,125,191,128,100,100,0.00121,0.313974,200
70,71,147,196,110,99.27,100,0.00212,0.376518,199.27
187,34,30,159,39,95.36,100,0.00221,0.390203,195.36
61,142,153,173,54,94.32,100,0.00174,0.444108,194.32
141,111,77,189,121,97.76,100,0.0016,0.39691,197.76
33,29,177,128,158,82.26,100,0.00234,0.429946,182.26
75,197,69,31,126,86.46,100,0.00213,0.767592,186.46
107,127,32,173,74,98.47,100,0.00218,0.286384,198.47
60,103,114,118,37,100,100,0.988067,0.211607,200
55,54,151,181,29,91.47,100,0.00184,0.394105,191.47
182,30,52,192,70,82.09,100,0.0024,0.00107,182.09
74,134,170,65,190,92.3,100,0.0021,0.584992,192.3
58,121,108,167,126,100,100,0.257569,0.090901,200
197,186,71,186,69,100,100,0.332244,0.086987,200
42,39,188,199,161,100,100,0.402118,0.110433,200
189,36,25,41,128,92.92,100,0.0021,0.439289,192.92
161,82,136,130,53,100,100,0.454525,0.099861,200
53,28,175,58,100,91.26,100,0.00194,0.280232,191.26
174,38,58,169,103,95.24,100,0.00189,0.23425,195.24
109,46,44,102,126,65.48,100,0.00202,0.802629,165.48
45,66,116,150,114,66.32,99.66,0.00225,0.00223,165.98
36,118,147,158,32,86.74,100,0.00156,0.725574,186.74
175,195,26,54,35,76.42,100,0.00228,0.85698,176.42
33,58,88,155,73,100,100,0.00126,0.231041,200
115,42,189,164,39,91.95,100,0.00199,0.354648,191.95
32,39,164,32,100,79.22,100,0.00192,0.665283,179.22
46,95,27,58,182,84.6,100,0.0024,0.695355,184.6
99,184,139,158,45,87.78,100,0.850447,0.570574,187.78
140,52,126,40,98,99.25,100,0.00148,0.24681,199.25
164,66,176,134,68,94.29,100,0.0023,0.507766,194.29
192,200,179,123,33,72.28,97.7,0.00231,0.00182,169.98
88,173,177,90,166,80.9,100,0.0021,0.937303,180.9
151,129,160,96,30,100,100,0.563136,0.144307,200
179,63,85,84,60,100,100,0.44002,0.104312,200
32,198,161,71,29,95.08,100,0.00162,0.239198,195.08
150,186,131,109,196,100,100,0.00139,0.225598,200
36,143,185,146,44,100,100,0.00172,0.320773,200
127,100,59,94,70,100,100,0.00125,0.197131,200
172,29,156,97,143,97.28,100,0.00186,0.24794,197.28
36,64,190,170,181,100,100,0.0014,0.170519,200
167,74,27,159,119,81.67,100,0.00212,0.475568,181.67
52,81,51,107,156,93.28,100,0.00213,0.327234,193.28
101,84,85,70,88,100,100,0.86232,0.133566,200
124,170,153,32,71,94.72,100,0.00188,0.300226,194.72
75,110,154,150,135,55.06,91.35,0.0017,0.0017,146.41
68,154,149,199,96,46.24,75.95,0.0017,0.0017,122.19
167,90,156,100,177,50.14,80.58,0.00157,0.00176,130.72
194,152,178,184,191,42.12,77.18,0.00165,0.00179,119.3
98,79,86,32,58,46.06,69.81,0.0016,0.00181,115.87
126,155,170,167,50,55.2,92.18,0.001,0.0016,147.38
93,102,171,150,152,51.58,81.04,0.00169,0.00187,132.62
80,168,148,89,90,55.3,75.2,0.00165,0.00169,130.5
157,123,127,102,73,46.2,74,0.00158,0.00173,120.2
142,184,131,89,104,61.5,93.05,0.00172,0.00161,154.55
196,38,57,172,145,48,80.02,0.00167,0.00179,128.02
187,64,76,168,181,48.57,76.45,0.0017,0.00186,125.02
51,166,37,200,124,68.03,100,0.00175,0.00103,168.03
130,168,35,180,200,37.08,53.06,0.00162,0.00168,90.14
76,176,106,181,166,38.75,63.03,0.0016,0.00173,101.78
109,87,193,66,36,42.42,65.56,0.00162,0.00181,107.98
29,30,87,133,67,60.99,92.45,0.0017,0.00172,153.44
70,35,96,80,119,42.71,73.55,0.00166,0.00184,116.26
85,134,26,188,162,44.24,71.44,0.00161,0.00179,115.68
34,158,170,78,141,42.88,69.85,0.00156,0.0018,112.73
128,167,38,96,140,64.61,93.62,0.00172,0.0017,158.23
149,156,170,145,49,67.66,92.25,0.00171,0.00151,159.91
175,100,194,148,36,50.6,86.2,0.00165,0.00188,136.8
70,187,200,85,45,52.28,74.02,0.0016,0.00173,126.3
78,86,101,109,116,51.39,86.4,0.00155,0.00183,137.79
134,116,192,68,52,62.7,88.35,0.0017,0.00179,151.05
111,127,50,131,76,53.3,75.23,0.00175,0.00175,128.53
167,71,46,91,128,43.53,80,0.00162,0.00176,123.53
150,69,68,98,184,46.98,69.28,0.00168,0.00181,116.26
186,74,136,195,66,45.13,76.65,0.00162,0.00172,121.78
139,91,146,136,26,46.23,71.11,0.00165,0.0018,117.34
149,74,48,62,120,47.72,81.63,0.00164,0.00174,129.35
158,155,162,41,178,44.66,73.37,0.00161,0.00169,118.03
185,200,27,120,114,47.08,75.12,0.00173,0.00186,122.2
53,179,195,36,185,44.93,79.6,0.00166,0.0018,124.53
160,53,49,55,52,65.34,89.47,0.00175,0.00168,154.81
89,60,33,161,87,44.85,75.23,0.0015,0.00181,120.08
49,131,121,96,101,48.38,81.44,0.00166,0.00175,129.82
194,66,185,114,135,46.19,70.28,0.00174,0.0017,116.47
51,132,29,63,102,52.14,79.36,0.0016,0.00179,131.5
159,186,59,165,76,56.26,96.28,0.00172,0.00166,152.54
65,171,161,170,118,61.92,100,0.00171,0.00128,161.92
188,165,116,150,57,64.62,96.67,0.00161,0.00148,161.29
139,196,30,195,114,61.81,88.31,0.00178,0.0018,150.12
129,143,35,182,149,58.29,93.75,0.00172,0.0016,152.04
101,199,110,159,98,56.52,81.33,0.00176,0.00182,137.85
109,177,103,105,105,74.77,100,0.00167,0.00101,174.77
32,182,37,168,164,61.04,87.8,0.00165,0.00168,148.84
54,125,56,162,140,66.23,90.38,0.00151,0.00151,156.61
56,175,67,192,157,45.92,90.57,0.00171,0.00183,136.49
187,139,107,100,182,50.19,85.47,0.00174,0.00187,135.66
55,155,110,195,177,44.47,70.58,0.00164,0.00182,115.05
86,169,174,178,182,47.68,73.19,0.0016,0.00189,120.87
111,91,112,30,95,34.02,58.55,0.00149,0.00165,92.57
175,54,27,197,77,54.15,75,0.00167,0.00187,129.15
92,44,48,35,119,40.72,66.47,0.00158,0.0018,107.19
117,184,190,50,95,45.96,70.41,0.00168,0.00177,116.37
113,129,101,196,186,44.06,70.68,0.00163,0.00184,114.74
85,154,182,121,42,46.15,77.05,0.00166,0.0019,123.2
200,67,54,193,87,44.21,80.42,0.00152,0.00173,124.63
158,164,65,35,150,47.94,87.34,0.00165,0.00183,135.28
30,129,78,32,72,60.11,97.48,0.00171,0.00155,157.59
63,165,89,75,126,68.61,99.21,0.001,0.00131,167.82
80,123,180,102,110,54.33,92.26,0.00159,0.00146,146.59
93,27,159,37,164,57.43,89.54,0.00168,0.0017,146.97
73,72,122,150,65,57.32,87.29,0.00164,0.00154,144.61
129,51,56,111,55,67.32,94.29,0.00175,0.00164,161.61
79,66,135,39,128,59.44,91.79,0.00166,0.0016,151.23
140,42,30,151,55,62.66,94.51,0.00174,0.00145,157.17
113,38,173,81,135,55.92,83.47,0.00176,0.0018,139.39
185,98,86,72,102,60.04,88.83,0.00174,0.00169,148.87
80,155,173,42,110,54.47,100,0.00161,0.00135,154.47
62,77,120,113,118,62.27,79.84,0.0017,0.001,142.11
134,34,133,177,79,68.77,95.42,0.00178,0.00126,164.19
80,85,54,36,197,42.46,70.25,0.0015,0.00181,112.71
127,167,162,70,131,50.6,73.65,0.00166,0.00184,124.25
108,81,135,56,158,48.42,75.92,0.00166,0.0017,124.34
93,125,158,125,102,51.95,72.42,0.00169,0.00171,124.37
154,88,162,66,56,54.36,84.07,0.00164,0.00155,138.43
152,68,199,143,125,43.18,75.85,0.0016,0.0018,119.03
100,172,187,197,173,60.37,99.52,0.00176,0.0016,159.89
91,88,99,133,87,61.86,96.48,0.00173,0.00171,158.34
82,114,182,145,76,52.69,84.77,0.00165,0.0018,137.46
53,35,35,129,141,52.32,93.67,0.00167,0.00158,145.99
94,166,115,84,108,54.4,91.79,0.001,0.00162,146.19
177,119,126,73,148,59.07,95.56,0.00176,0.00161,154.63
145,27,166,115,96,44.41,66.9,0.0015,0.00172,111.31
123,184,97,39,72,52.12,79.96,0.00163,0.00178,132.08
193,118,88,135,127,34.2,51.06,0.00166,0.0018,85.26
46,86,48,92,82,50.65,76.65,0.00166,0.00185,127.3
118,187,115,93,59,0,23.34,0.825254,0.001,23.34
160,130,140,170,120,46.1,85.6,0.00163,0.00184,131.7
142,69,199,117,106,47.21,72.95,0.00175,0.00187,120.16
79,76,131,178,38,51.76,82.73,0.00164,0.0016,134.49
49,126,77,37,67,48.56,82.68,0.00155,0.0018,131.24
155,180,37,38,152,46.65,78.47,0.00164,0.0018,125.12
100,175,179,115,77,61.56,85.77,0.00162,0.00166,147.33
78,102,25,107,127,51.35,80.8,0.0017,0.00184,132.15
70,28,127,184,91,34.08,52.95,0.00152,0.00167,87.03
60,96,148,51,156,31.94,57.79,0.00153,0.00187,89.73
158,30,179,112,159,54.38,89.17,0.0017,0.00181,143.55
78,43,160,99,199,47.04,74.51,0.00162,0.00184,121.55
40,135,63,153,167,42.12,66.83,0.00166,0.00179,108.95
50,158,196,148,113,56.34,74.02,0.0015,0.0017,130.36
56,93,65,177,82,40.82,66.93,0.0017,0.0018,107.75
190,141,186,83,166,64.86,100,0.00174,0.762411,164.86
105,169,141,34,189,79.57,100,0.00174,0.647805,179.57
71,31,135,83,53,13.08,26.31,0.796817,0.00133,39.39
165,123,69,48,77,39.46,64.34,0.00171,0.00198,103.8
159,41,52,84,185,43.18,65.28,0.0016,0.00171,108.46
186,110,119,72,91,57.25,88.86,0.00169,0.00159,146.11
188,185,150,51,130,45.92,67.77,0.00164,0.00175,113.69
61,125,62,77,32,62.67,85.46,0.00165,0.00167,148.13
77,198,141,84,165,46.72,76.98,0.0015,0.00168,123.7
61,66,56,89,141,53.29,81.2,0.0016,0.00168,134.49
98,135,191,189,188,45.82,73.22,0.0016,0.00182,119.04
164,76,47,74,125,42.39,61.97,0.00168,0.00173,104.36
60,54,113,193,33,50.09,68.82,0.00179,0.00181,118.91
142,28,41,166,178,21.91,36.96,0.00104,0.00135,58.87
117,102,113,191,175,56.93,84.21,0.00171,0.00173,141.14
153,47,161,120,107,63.02,98.02,0.0017,0.00169,161.04
121,90,189,92,135,61.65,92.23,0.00171,0.0017,153.88
42,152,38,38,138,66.48,99.72,0.00178,0.0015,166.2
90,28,150,175,51,52.66,77.17,0.0016,0.0016,129.83
75,28,122,100,161,48.84,75.58,0.0016,0.00178,124.42
66,151,176,199,155,49.29,75.67,0.00166,0.00176,124.96
78,53,110,122,96,69.45,100,0.0017,0.00135,169.45
125,49,195,75,74,53.65,83.85,0.00171,0.00163,137.5
81,200,75,104,32,50.93,74.82,0.00166,0.0017,125.75
87,165,174,71,103,54.41,90.58,0.00164,0.0016,144.99
190,162,194,111,152,50.88,74.2,0.00172,0.00179,125.08
133,65,168,178,102,55.2,83.25,0.0015,0.00136,138.45
137,197,171,74,167,38.22,55.04,0.00158,0.00183,93.26
44,127,111,42,146,51.33,76.16,0.0017,0.00182,127.49
98,159,39,31,197,51.53,87.04,0.00171,0.00177,138.57
59,109,145,76,136,53.33,87.91,0.00174,0.00185,141.24
159,186,52,124,87,37.12,66.47,0.001,0.0019,103.59
111,53,94,193,73,37.48,54.53,0.00153,0.00183,92.01
105,138,75,102,187,56.69,91.39,0.00168,0.00182,148.08
163,193,112,82,125,35.61,54.91,0.00141,0.00166,90.52
78,108,49,181,140,34.54,64.89,0.00157,0.00192,99.43
106,114,84,36,27,42.17,70.2,0.00159,0.00166,112.37
69,61,56,182,123,24.91,37.92,0.00137,0.00164,62.83
71,25,113,124,49,36.51,56.89,0.0016,0.00184,93.4
194,157,195,43,151,44.1,58.43,0.00172,0.0019,102.53
100,128,178,142,138,43.49,74.92,0.00163,0.00174,118.41
107,120,118,54,169,70.96,100,0.0016,0.77446,170.96
31,144,71,112,53,67.5,91.86,0.00161,0.00117,159.36
93,176,134,25,177,65.71,96.63,0.00176,0.00119,162.34
106,114,120,173,138,71.36,97.9,0.00152,0.635508,169.26
100,98,123,55,133,47.65,72.99,0.00148,0.00168,120.64
163,77,26,124,155,46.23,70.71,0.00171,0.0018,116.94
180,49,147,155,148,48.41,70.23,0.00173,0.0018,118.64
162,37,75,125,87,56.56,88.24,0.00179,0.00168,144.8
59,30,94,167,33,63.26,93.26,0.00168,0.00153,156.52
123,170,142,72,83,66.06,84.42,0.00182,0.0017,150.48
72,159,69,181,57,68.43,97.85,0.00172,0.00159,166.28
71,192,196,133,174,69.93,97.86,0.00174,0.00119,167.79
162,85,29,67,156,49.17,80.76,0.00162,0.00168,129.93
25,120,83,153,83,61.72,81.48,0.00163,0.00147,143.2
168,167,64,38,120,41.88,60.12,0.00174,0.0017,102
165,29,89,195,164,46.86,81.76,0.00163,0.00184,128.62
66,162,28,62,145,45.41,78.76,0.0015,0.00185,124.17
57,192,156,141,117,48.05,80.64,0.00167,0.00167,128.69
180,161,177,64,176,57.38,85.36,0.00166,0.00169,142.74
80,110,71,187,57,50.56,88.75,0.00171,0.00183,139.31
162,76,164,130,75,63.75,94.15,0.00165,0.00143,157.9
120,153,59,66,187,47.35,78.67,0.00168,0.00186,126.02
131,44,39,33,25,56.06,79.35,0.00174,0.00177,135.41
39,121,82,102,161,56.45,98.67,0.00167,0.00126,155.12
76,140,170,67,164,65.06,96.28,0.00173,0.00171,161.34
189,97,195,51,189,54.6,86.71,0.0017,0.00179,141.31
92,45,25,154,196,52.54,78.35,0.00151,0.00161,130.89
183,150,43,72,70,46.43,81.38,0.0016,0.00184,127.81
180,87,103,139,129,55.35,88.44,0.0016,0.00164,143.79
140,29,38,78,157,52.09,89.29,0.0017,0.00175,141.38
128,61,198,116,108,71.2,100,0.00178,0.00128,171.2
150,49,121,58,198,59.61,84.98,0.00168,0.00182,144.59
181,63,68,178,182,52.7,86.06,0.00166,0.0016,138.76
149,198,149,29,148,68.06,100,0.0016,0.731938,168.06
52,103,185,118,51,56.68,89.31,0.00165,0.00158,145.99
144,185,193,101,121,59.96,92.58,0.00172,0.0017,152.54
169,54,162,108,44,45.44,74.61,0.00149,0.00156,120.05
25,46,103,122,118,40.28,68.2,0.0015,0.00167,108.48
131,127,185,124,196,35.81,68,0.00159,0.0019,103.81
162,122,44,65,57,62.7,94.94,0.00168,0.0017,157.64
199,102,186,146,196,65.86,99.9,0.00171,0.00159,165.76
34,165,184,78,200,64.78,97.33,0.00171,0.00139,162.11
93,96,180,86,87,63.85,90.36,0.00162,0.00157,154.21
53,175,200,58,125,60.76,95.09,0.00164,0.00144,155.85
144,52,65,78,177,59.12,92.64,0.0017,0.001,151.76
160,37,200,127,187,55.02,79.62,0.0016,0.00186,134.64
178,190,103,43,168,70.49,100,0.0017,0.683027,170.49
128,142,146,161,146,47.81,77.77,0.0016,0.00178,125.58
102,193,134,153,82,70.74,99.5,0.0016,0.66181,170.24
82,124,108,140,84,56.74,91.27,0.00172,0.00183,148.01
45,116,118,171,191,72.04,94.95,0.00178,0.00146,166.99
163,111,153,36,69,57.46,89.07,0.00168,0.0018,146.53
198,27,195,25,153,53.91,85.03,0.0017,0.001,138.94
85,200,56,177,66,57.58,90.1,0.00179,0.00173,147.68
167,57,69,31,111,42.8,79.26,0.00162,0.00187,122.06
89,70,138,71,84,44.49,63.17,0.00155,0.00176,107.66
190,90,172,96,60,48.05,66.8,0.0017,0.00177,114.85
57,110,67,107,183,53.74,87.73,0.00174,0.00184,141.47
55,127,115,67,200,49.49,80.24,0.0016,0.0015,129.73
157,103,193,41,113,63.32,100,0.00169,0.0013,163.32
84,107,124,157,101,62.61,89.55,0.00173,0.00147,152.16
105,81,184,163,62,57.33,82.88,0.00164,0.0017,140.21
92,73,56,147,158,35.68,52,0.00166,0.00188,87.68
143,173,100,112,71,31.23,54.89,0.00152,0.00176,86.12
113,143,95,76,73,44.16,70.64,0.00168,0.00181,114.8
57,39,45,107,191,56.38,94.22,0.0016,0.00152,150.6
167,181,107,68,91,41.85,74.43,0.0015,0.00191,116.28
185,50,196,200,32,66.33,91.21,0.00172,0.00168,157.54
193,34,60,184,100,45.96,76.28,0.0016,0.00181,122.24
100,129,161,31,59,52.97,83,0.00168,0.00184,135.97
186,134,134,146,165,55.29,82.48,0.00165,0.00164,137.77
127,149,128,181,132,46.98,71.92,0.00167,0.00175,118.9
166,154,65,196,90,51.25,78.66,0.00173,0.00188,129.91
93,151,105,46,81,43.02,76.2,0.00158,0.00186,119.22
158,117,122,52,78,44.24,76.65,0.00158,0.00185,120.89
172,165,105,117,38,40.65,77.45,0.00164,0.0017,118.1
54,174,187,154,45,66.45,100,0.00173,0.00148,166.45
62,147,79,99,52,44.75,70.37,0.00161,0.00182,115.12
41,56,161,37,27,45.05,78.44,0.00158,0.0018,123.49
95,71,80,114,149,58.9,95.04,0.00167,0.00125,153.94
188,147,109,148,189,64.08,96.69,0.0016,0.00146,160.77
38,161,136,27,149,55.34,92.19,0.00168,0.00141,147.53
142,30,193,123,40,50.37,75.68,0.00166,0.0018,126.05
195,30,163,44,144,48.98,74.1,0.00172,0.0019,123.08
171,62,122,128,179,59.93,97.31,0.00165,0.00146,157.24
65,29,73,58,194,53.07,75.65,0.00173,0.00191,128.72
179,190,131,85,98,43.33,63.2,0.0016,0.00172,106.53
76,133,149,178,93,47.18,74.1,0.0017,0.00178,121.28
38,190,195,68,138,52.04,74.9,0.00164,0.0018,126.94
82,152,50,174,103,45.13,73.71,0.00166,0.00178,118.84
144,68,33,45,37,52.79,84.08,0.00174,0.00183,136.87
56,155,95,69,130,47.91,77.46,0.0016,0.00179,125.37
190,180,105,47,120,44.57,69.44,0.00164,0.00181,114.01
189,79,179,120,185,47.31,72.63,0.0015,0.00181,119.94
155,155,59,187,178,71.23,100,0.00173,0.00118,171.23
171,153,150,125,59,52.83,73.85,0.00174,0.00173,126.68
73,59,104,135,73,47.27,68.37,0.0016,0.00181,115.64
43,187,88,125,52,44.9,78.8,0.00163,0.00172,123.7
151,45,58,98,31,58.88,88.3,0.00175,0.00181,147.18
109,146,65,58,82,50.56,83.52,0.0016,0.00175,134.08
91,54,54,77,67,50.83,77.3,0.00165,0.00167,128.13
141,62,96,99,50,48.24,83.72,0.00158,0.00148,131.96
198,63,86,83,156,45.6,80.3,0.00159,0.0017,125.9
99,83,138,101,123,29.85,60.72,0.00136,0.00186,90.57
70,127,120,104,153,44.88,73.64,0.00166,0.00183,118.52
196,180,119,40,162,50.14,73.05,0.00167,0.00187,123.19
197,200,150,147,115,56.97,91.66,0.00166,0.0016,148.63
33,159,153,47,55,48.8,77.64,0.00158,0.00173,126.44
102,95,146,42,190,57.28,92.08,0.0018,0.00167,149.36
183,53,74,53,80,45.87,72.55,0.00164,0.00179,118.42
139,72,128,41,175,42.69,75.57,0.00161,0.00177,118.26
185,139,37,128,119,54.29,81.1,0.00159,0.00162,135.39
33,154,44,147,83,43,76.8,0.00157,0.00178,119.8
178,117,143,132,165,45.55,75.6,0.00164,0.00184,121.15
45,144,32,38,83,61.11,87.46,0.00179,0.00176,148.57
81,161,180,63,65,45.96,76.85,0.00165,0.00184,122.81
99,155,58,31,196,43.36,72.24,0.0016,0.00186,115.6
54,111,55,35,78,41.89,74.85,0.00153,0.00189,116.74
35,25,195,121,158,53.15,83.97,0.00172,0.00188,137.12
81,58,77,120,91,55.41,87.8,0.00168,0.0017,143.21
188,88,183,100,134,69.96,96.94,0.00172,0.0016,166.9
29,194,39,200,53,63.1,100,0.00172,0.00145,163.1
76,123,123,61,162,56.56,100,0.00165,0.00113,156.56
33,31,111,61,152,62.95,91.36,0.00156,0.00116,154.31
78,120,194,176,141,59.63,99.6,0.00162,0.00158,159.23
108,151,142,200,28,55.39,95.69,0.00169,0.00173,151.08
87,98,79,85,162,54.14,89.44,0.00169,0.00179,143.58
80,69,25,26,86,42.69,74.27,0.00167,0.00191,116.96
70,35,129,75,40,49.02,73.22,0.00171,0.00185,122.24
165,67,32,139,60,43.39,70.69,0.00158,0.00183,114.08
172,26,86,66,163,56.23,85.47,0.00175,0.0018,141.7
132,90,75,146,60,43.9,73.95,0.00169,0.00181,117.85
85,114,191,147,64,41.74,73.4,0.00143,0.00187,115.14
60,143,88,187,81,52.64,73.53,0.00161,0.00184,126.17
77,199,154,181,48,58.35,93.97,0.00177,0.00159,152.32
127,55,125,104,77,52.88,75.65,0.00175,0.00181,128.53
160,141,53,30,81,45.01,73.27,0.00165,0.00178,118.28
73,28,36,37,64,50.46,78.01,0.00165,0.00186,128.47
65,163,47,45,61,54.71,82.08,0.00175,0.00187,136.79
113,173,162,163,128,62.18,100,0.00166,0.00166,162.18
81,103,116,112,110,61.28,100,0.00174,0.00125,161.28
122,163,78,32,50,66.88,100,0.00166,0.00121,166.88
110,174,105,26,189,56.52,94.62,0.0017,0.0017,151.14
198,49,147,187,101,56.06,96.68,0.00168,0.00148,152.74
170,178,196,199,26,54.28,90.74,0.00169,0.00163,145.02
69,181,145,184,190,62.57,100,0.00165,0.00106,162.57
139,46,184,171,173,55.48,88.18,0.00167,0.00179,143.66
41,194,161,135,136,73.22,100,0.00173,0.00112,173.22
172,67,65,137,109,55.16,99.61,0.00166,0.00163,154.77
51,123,108,31,166,70.7,100,0.00175,0.00118,170.7
105,153,91,163,73,60.5,86.03,0.0016,0.00177,146.53
27,92,129,122,145,55.59,93.45,0.0016,0.0017,149.04
102,159,134,122,86,73.47,99.14,0.00176,0.00159,172.61
184,74,124,133,197,58.74,90.23,0.0017,0.00171,148.97
68,104,132,121,130,52.47,88.22,0.00165,0.00171,140.69
193,165,171,192,54,74.42,99.66,0.00179,0.00112,174.08
200,143,109,199,47,66.42,84.79,0.00169,0.00177,151.21
151,151,158,41,196,50.6,81.2,0.00164,0.00174,131.8
41,102,146,37,144,47.18,78.14,0.00171,0.0018,125.32
100,84,29,145,60,46.37,74.02,0.00163,0.00171,120.39
163,41,122,34,60,56.13,80.56,0.00162,0.00171,136.69
85,108,46,119,153,61.43,84.85,0.00175,0.00175,146.28
92,45,76,127,80,57.88,79.39,0.00172,0.00182,137.27
78,58,188,118,195,59.2,88.94,0.00165,0.0017,148.14
84,163,90,40,183,53.11,80.3,0.0017,0.00171,133.41
36,187,99,128,33,53.81,77.43,0.00168,0.00177,131.24
122,171,129,98,160,55.47,88.79,0.00175,0.00172,144.26
170,182,43,84,103,54.73,76.1,0.00176,0.00173,130.83
106,58,185,115,85,46.85,82.46,0.00154,0.00175,129.31
144,138,49,157,193,48.24,74.73,0.00163,0.00177,122.97
97,83,33,36,90,44.84,75.38,0.0016,0.00169,120.22
166,46,97,161,169,30.64,57.66,0.00151,0.0018,88.3
47,178,37,137,182,41.09,83,0.00159,0.00177,124.09
199,88,104,184,199,50.79,76.88,0.00171,0.00188,127.67
160,66,189,182,103,41.47,74.12,0.0016,0.00189,115.59
121,80,105,138,152,46.43,75.52,0.0016,0.00186,121.95
72,82,148,184,111,64.01,96.79,0.00162,0.00138,160.8
44,115,58,183,183,52.59,68.97,0.00162,0.00177,121.56
102,97,29,194,145,46.94,70.86,0.00157,0.00174,117.8
189,40,78,41,158,58.13,95.12,0.00171,0.0016,153.25
156,59,43,72,154,70.27,99.91,0.00172,0.950478,170.18
127,79,98,67,132,61.72,88.1,0.00165,0.00167,149.82
43,197,70,99,78,54.39,79.42,0.0016,0.00164,133.81
35,112,145,61,162,53.35,81.96,0.00161,0.00161,135.31
142,129,84,49,154,57.74,91.82,0.00168,0.00156,149.56
115,162,48,184,93,47.12,85.34,0.00164,0.0018,132.46
147,147,98,172,36,48.1,72.3,0.0017,0.00177,120.4
92,81,110,169,152,47.91,81.95,0.00162,0.00179,129.86
158,127,195,172,59,45.74,79.02,0.00152,0.00179,124.76
98,145,163,169,174,49.58,81.58,0.00163,0.00178,131.16
46,84,53,191,40,66.88,97.66,0.00172,0.00153,164.54
158,35,56,115,92,52.13,79.3,0.00168,0.00183,131.43
105,73,73,61,112,51.72,75.65,0.00168,0.0017,127.37
146,161,36,103,82,63.67,96.46,0.00171,0.00163,160.13
85,42,199,109,95,47.82,82,0.00166,0.00181,129.82
41,48,115,105,186,51.3,75.67,0.00172,0.00187,126.97
188,180,179,180,56,50.56,81.42,0.00167,0.00177,131.98
37,93,70,106,183,56.16,91.07,0.0016,0.00154,147.23
39,65,48,197,39,45.79,81.16,0.00165,0.0017,126.95
72,120,83,90,181,59.79,93.16,0.00167,0.0016,152.95
178,85,86,189,94,59.11,81.94,0.00168,0.00178,141.05
47,56,91,179,145,57.88,86.61,0.00171,0.00172,144.49
147,88,187,113,114,48.11,84.66,0.00171,0.00179,132.77
25,109,179,167,134,54.17,75.65,0.00172,0.00172,129.82
68,87,64,172,39,56.08,90.98,0.0014,0.00137,147.06
124,179,77,133,50,51.48,86.07,0.00172,0.00181,137.55
26,77,38,196,117,50.97,67.3,0.0017,0.0018,118.27
146,170,185,90,54,54.29,81.09,0.00171,0.00192,135.38
126,56,86,107,33,50,85.43,0.00158,0.00182,135.43
118,25,143,167,83,46.71,77.3,0.00169,0.00182,124.01
177,145,111,48,125,58.81,90.53,0.00164,0.00167,149.34
168,55,145,46,73,48.2,69.95,0.00155,0.0017,118.15
34,161,61,143,91,30.18,49.3,0.00137,0.00169,79.48
104,121,73,157,68,39.63,61.69,0.0016,0.00181,101.32
