service_a_rq_time_50_quantile,service_a_rq_time_90_quantile,service_a_rq_time_99_quantile,service_b_rq_time_50_quantile,service_b_rq_time_90_quantile,service_b_rq_time_99_quantile,service_c_rq_time_50_quantile,service_c_rq_time_90_quantile,service_c_rq_time_99_quantile,pending_rate,complete_rate,active_rate,r1_service_a,r1_service_b,r2_service_b,r1_service_c,r2_service_d,new_limit,mean_latency
1.2790000000000001,2.421,2.775,0.033,0.132,0.337,0.005,0.039,0.113,0.002540709088809332,1.0,0.0,129,170,91,220,74,202,0.0020299999999999997
2.394,3.6639999999999997,4.963,0.036000000000000004,0.14400000000000002,0.309,0.003,0.016,0.083,0.09411764705882353,1.0,0.0,69,125,55,220,131,209,0.0020299999999999997
1.87,3.1310000000000002,4.643,0.036000000000000004,0.156,0.309,0.003,0.016,0.053,0.03860294117647059,1.0,0.0,77,89,87,220,170,200,0.0020299999999999997
1.4,2.815,4.484,0.026000000000000002,0.127,0.29,0.003,0.013000000000000001,0.044000000000000004,0.024928092042186004,0.9990412272291468,0.0009587727708533076,190,186,173,220,162,206,0.0020299999999999997
1.364,2.64,4.423,0.022000000000000002,0.124,0.278,0.003,0.013000000000000001,0.042,0.016982364467668192,1.0,0.0,190,186,173,220,162,201,0.0020299999999999997
1.364,2.64,4.423,0.022000000000000002,0.124,0.278,0.003,0.013000000000000001,0.042,0.016982364467668192,1.0,0.0,26,83,84,220,194,205,0.0020299999999999997
1.4969999999999999,2.815,4.38,0.022000000000000002,0.124,0.26899999999999996,0.003,0.013999999999999999,0.047,0.014500537056928034,1.0,0.0,47,28,120,220,115,208,0.0020299999999999997
1.444,2.7260000000000004,4.013,0.018000000000000002,0.124,0.26899999999999996,0.003,0.016,0.053,0.012539184952978056,1.0,0.0,138,135,91,220,88,198,0.0020299999999999997
1.287,2.677,4.013,0.018000000000000002,0.11,0.26899999999999996,0.003,0.013999999999999999,0.053,0.011179228272628922,1.0,0.0,105,114,65,220,38,201,0.0020299999999999997
1.165,2.64,3.7569999999999997,0.018000000000000002,0.11,0.267,0.003,0.013999999999999999,0.049,0.009947155735156978,1.0,0.0,105,114,65,220,38,205,0.0020299999999999997
1.165,2.64,3.7569999999999997,0.018000000000000002,0.11,0.267,0.003,0.013999999999999999,0.049,0.009947155735156978,1.0,0.0,133,194,152,220,74,199,0.0020299999999999997
1.165,2.574,3.7569999999999997,0.012,0.105,0.254,0.003,0.013999999999999999,0.049,0.009241641750475671,0.9997281870073388,0.0002718129926610492,89,95,109,220,122,207,0.0020299999999999997
1.287,2.489,3.687,0.018000000000000002,0.105,0.254,0.003,0.013000000000000001,0.048,0.008355861391005161,1.0,0.0,182,189,115,220,194,202,0.0020299999999999997
